numeric_id_1,numeric_id_2
141493,1296
141493,1185
141493,8541
141493,1311
141493,5688
141493,4426
141493,1204
141493,9341
141493,2898
141493,1534
141493,1191
141493,3202
141493,923
141493,1243
141493,1831
141493,1197
141493,125
141493,1038
141493,9407
141493,3095
141493,2317
141493,1169
141493,8092
141493,1577
141493,6392
141493,5672
141493,1014
141493,5837
141493,7432
141493,1219
141493,1413
141493,9336
141493,9245
141493,1138
141493,2582
141493,1392
141493,406
141493,2538
141493,3122
141493,1274
141493,7356
141493,3387
141493,1241
141493,2199
141493,1201
141493,9111
141493,7016
141493,1814
141493,1932
141493,4641
141493,1546
141493,1037
141493,615
141493,968
141493,8567
141493,4582
141493,3029
141493,9927
141493,6982
141493,2097
141493,5118
141493,266
141493,142
141493,1082
141493,8634
141493,8926
141493,1172
141493,1028
141493,8178
141493,1042
141493,8574
141493,1719
141493,1098
141493,1027
141493,8821
141493,8733
141493,7285
141493,1701
141493,9408
141493,7991
141493,2297
141493,1169
141493,1328
141493,7405
141493,2068
141493,1213
141493,204
141493,3609
141493,1645
141493,2312
141493,7078
141493,778
141493,6424
141493,1429
141493,2388
141493,2531
141493,7181
141493,1424
141493,352
141493,1337
141493,1011
141493,7031
141493,3398
141493,1343
141493,1356
141493,5625
141493,1575
141493,9365
141493,2934
141493,4342
141493,1015
141493,1147
141493,8646
141493,8784
141493,5456
141493,1072
141493,5568
141493,8543
141493,133
141493,9531
141493,1031
141493,7178
141493,1681
141493,1801
141493,7071
141493,106
141493,1076
141493,2431
141493,8599
141493,4135
141493,2178
141493,6228
141493,6914
141493,1148
141493,1676
141493,1661
141493,3075
141493,5155
141493,5676
141493,1507
141493,3005
141493,8706
141493,1658
141493,531
141493,1037
141493,4989
141493,7922
141493,7524
141493,2477
141493,1599
141493,214
141493,1163
141493,1921
141493,9238
141493,5328
141493,1893
141493,1054
141493,14
141493,115
141493,675
141493,1024
141493,9026
141493,9373
141493,1727
141493,159
141493,1069
141493,1554
141493,7525
141493,5066
141493,109
141493,4771
141493,5048
141493,7619
141493,8002
141493,12
141493,1415
141493,6494
141493,1374
141493,6971
141493,1362
141493,1409
141493,8472
141493,5718
141493,5757
141493,8604
141493,5826
141493,8084
141493,1103
141493,1168
141493,1388
141493,1148
141493,1472
141493,1395
141493,7469
141493,4814
141493,1277
141493,4665
141493,2962
141493,5004
141493,8257
141493,4872
141493,5518
141493,101
141493,6935
141493,1016
141493,446
141493,8054
141493,3327
141493,1155
141493,4538
141493,115
141493,3945
141493,1299
141493,6854
141493,1451
141493,12
141493,9282
141493,512
141493,1213
141493,1613
141493,2869
141493,3338
141493,1615
141493,9568
141493,7657
141493,3228
141493,1374
141493,1439
141493,7832
141493,9557
141493,3294
141493,1659
141493,1343
141493,611
141493,2697
141493,2857
141493,6005
141493,7646
141493,1435
141493,94
141493,7042
141493,1335
141493,1512
141493,4065
141493,1416
141493,6916
141493,9616
141493,1115
141493,113
141493,1233
141493,3719
141493,2242
141493,1459
141493,4593
141493,7322
141493,1024
141493,1314
141493,4545
141493,1147
141493,4278
141493,1027
141493,1602
141493,2462
141493,1924
141493,3784
141493,4629
141493,9868
141493,1009
141493,4613
141493,8603
141493,1613
141493,3466
141493,1067
141493,1615
141493,1611
141493,5813
141493,9497
141493,3631
141493,1495
141493,1569
141493,8392
141493,6574
141493,1612
141493,4867
141493,6953
141493,2824
141493,9274
141493,2341
141493,6385
141493,2804
141493,8728
141493,2598
141493,1124
141493,6625
141493,1089
141493,1599
141493,306
141493,1435
141493,1442
141493,1659
141493,483
141493,1251
141493,9596
141493,1284
141493,1311
141493,1512
141493,1402
141493,1136
141493,1298
141493,1049
141493,1268
141493,8473
141493,1647
141493,1199
141493,6344
141493,5016
141493,1629
141493,1241
141493,4921
141493,1835
141493,2945
141493,5409
141493,8961
141493,5942
141493,1021
141493,6901
141493,3236
141493,8048
141493,1404
141493,1342
141493,9824
141493,9938
141493,1095
141493,1205
141493,1492
141493,1582
141493,3336
141493,1102
141493,122
141493,6232
141493,7787
141493,6261
141493,1316
141493,1364
141493,1645
141493,1232
141493,1469
141493,3906
141493,1312
141493,2684
141493,8546
141493,5924
141493,7884
141493,125
141493,1217
141493,7322
141493,4024
141493,6803
141493,8655
141493,8894
141493,8921
141493,8006
141493,1731
141493,1114
141493,1187
141493,2078
141493,8167
141493,9515
141493,5071
141493,8069
141493,118
141493,9315
141493,8397
141493,3885
141493,1679
141493,8963
141493,709
141493,1784
141493,948
141493,9142
141493,7023
141493,5252
141493,1006
141493,1071
141493,1678
141493,109
141493,9814
141493,1032
141493,9353
141493,1647
141493,2208
141493,4138
141493,6952
141493,1655
141493,9161
141493,1367
141493,8448
141493,4627
141493,9372
141493,1012
141493,2851
141493,9496
141493,8765
141493,1007
141493,1329
141493,1462
141493,8045
141493,3944
141493,1143
141493,1677
141493,6772
141493,1212
141493,2639
141493,4507
141493,673
141493,3362
141493,8935
141493,8021
141493,2408
141493,5236
141493,1132
141493,5505
141493,2415
141493,6883
141493,1409
141493,6341
141493,1083
141493,3464
141493,1271
141493,9015
141493,6326
141493,814
141493,4354
141493,4339
141493,1465
141493,1392
141493,1173
141493,1082
141493,428
141493,4621
141493,3721
141493,83
141493,1298
141493,175
141493,3138
141493,1345
141493,1566
141493,1347
141493,2994
141493,1032
141493,1697
141493,1142
141493,1456
141493,1531
141493,3647
141493,1105
141493,5507
141493,5694
141493,142
141493,1528
141493,9569
141493,1351
141493,1227
141493,6202
141493,9051
141493,8791
141493,1454
141493,2729
141493,1481
141493,6563
141493,6301
141493,2828
141493,1656
141493,7914
141493,8328
141493,3337
141493,7319
141493,1233
141493,4966
141493,6351
141493,1376
141493,4606
141493,1357
141493,3546
141493,6118
141493,9757
141493,1175
141493,1021
141493,2223
141493,8254
141493,7499
141493,3656
141493,1269
141493,5648
141493,1665
141493,2562
141493,121
141493,161
141493,1546
141493,2553
141493,1533
141493,9302
141493,1314
141493,5219
141493,7755
141493,134
141493,7503
141493,1501
141493,1617
141493,1222
141493,1027
141493,7985
141493,5866
141493,735
141493,6014
141493,1524
141493,3082
141493,6827
141493,3842
141493,5379
141493,2813
141493,1032
141493,1604
141493,3831
141493,5749
141493,4733
141493,5189
141493,1415
141493,1097
141493,7045
141493,6193
141493,2998
141493,4083
141493,5659
141493,1077
141493,138
141493,4152
141493,7467
141493,1039
141493,3228
141493,1615
141493,5104
141493,1642
141493,8458
141493,1428
141493,1575
141493,9879
141493,9387
141493,1313
141493,1096
141493,1405
141493,1566
141493,1605
141493,1119
141493,6435
141493,5195
141493,1134
141493,3432
141493,5414
141493,7895
141493,4494
141493,1314
141493,294
141493,494
141493,1918
141493,267
141493,1632
141493,1641
141493,1174
141493,4564
141493,1433
141493,7425
141493,1636
141493,5096
141493,1036
141493,7252
141493,1272
141493,1116
141493,4578
141493,1521
141493,2092
141493,8513
141493,7628
141493,2604
141493,1032
141493,4427
141493,6373
141493,1583
141493,1582
141493,7086
141493,8159
141493,84
141493,925
141493,4579
141493,2357
141493,9983
141493,1331
141493,657
141493,256
141493,5278
141493,6464
141493,3842
141493,2255
141493,4354
141493,126
141493,7297
141493,1558
141493,1211
141493,1105
141493,8655
141493,5654
141493,1212
141493,1354
141493,2561
141493,5973
141493,1638
141493,1326
141493,6223
141493,5664
141493,1573
141493,1176
141493,1728
141493,3374
141493,1668
141493,2804
141493,124
141493,3239
141493,3435
141493,1296
141493,5293
141493,1385
141493,1011
141493,6306
141493,1018
141493,1247
141493,3932
141493,7974
141493,8083
141493,401
141493,1753
141493,1619
141493,1646
141493,1195
141493,2642
141493,123
141493,7682
141493,9246
141493,5783
141493,6794
141493,3379
141493,4252
141493,1424
141493,3487
141493,3708
141493,113
141493,1019
141493,4253
141493,2446
141493,7369
141493,9432
141493,5869
141493,542
141493,467
141493,5526
141493,151
141493,3736
141493,1066
141493,4145
141493,1055
141493,9369
141493,1401
141493,9964
141493,698
141493,1463
141493,6705
141493,642
141493,8789
141493,3859
141493,8242
141493,7645
141493,8648
141493,5329
141493,4055
141493,1114
141493,846
141493,8
141493,565
141493,7748
141493,3246
141493,6543
141493,4409
141493,649
141493,1639
141493,9586
141493,1295
141493,2971
141493,8746
141493,1552
141493,1603
141493,2831
141493,6858
141493,9457
141493,2868
141493,4502
141493,1203
141493,8332
141493,5541
141493,9157
141493,3052
141493,1399
141493,864
141493,4184
141493,7461
141493,1789
141493,495
141493,2781
141493,9592
141493,9649
141493,5226
141493,1529
141493,6207
141493,1494
141493,5897
141493,8751
141493,162
141493,4298
141493,5228
141493,1138
141493,4182
141493,193
141493,101
141493,1462
141493,3448
141493,9859
141493,4703
141493,1091
141493,7167
141493,8616
141493,1487
141493,7438
141493,1129
141493,5069
141493,1581
141493,1155
141493,1295
141493,6614
141493,1494
141493,1438
141493,9615
141493,1317
141493,1483
141493,287
141493,8083
141493,1653
141493,1372
141493,1032
141493,1357
141493,1589
141493,1351
141493,1074
141493,8468
141493,6284
141493,1305
141493,1445
141493,3205
141493,4624
141493,6371
141493,1276
141493,6625
141493,7101
141493,1152
141493,1594
141493,7649
141493,6475
141493,7926
141493,5859
141493,1603
141493,8253
141493,1681
141493,3446
141493,1037
141493,7937
141493,6795
141493,1018
141493,1545
141493,2024
141493,3244
141493,1363
141493,7809
141493,3348
141493,9037
141493,9712
141493,1313
141493,1317
141493,5881
141493,3327
141493,6899
141493,4362
141493,2239
141493,7449
141493,2161
141493,1288
141493,1087
141493,9681
141493,4248
141493,1511
141493,2045
141493,4537
141493,1786
141493,172
141493,1323
141493,1105
141493,863
141493,1007
141493,102
141493,1014
141493,142
141493,5266
141493,4853
141493,2027
141493,3909
141493,3319
141493,1394
141493,1175
141493,1603
141493,3662
141493,1261
141493,7471
141493,1634
141493,2125
141493,1238
141493,1161
141493,9586
141493,1638
141493,1429
141493,9436
141493,5427
141493,6364
141493,1033
141493,486
141493,1625
141493,6991
141493,2843
141493,1268
141493,1511
141493,7033
141493,6352
141493,7344
141493,2069
141493,6054
141493,1139
141493,1632
141493,4323
141493,1118
141493,4122
141493,617
141493,3796
141493,739
141493,1404
141493,1015
141493,1024
141493,1305
141493,5876
141493,8507
141493,3485
141493,1651
141493,11
141493,5467
141493,1545
141493,1379
141493,1392
141493,5663
141493,1258
141493,8058
141493,3029
141493,1211
141493,17
141493,636
141493,1595
141493,6615
141493,9412
141493,1056
141493,6075
141493,1023
141493,2021
141493,147
141493,1013
141493,7006
141493,107
141493,6753
141493,9099
141493,1309
141493,1268
141493,863
141493,1524
141493,1282
141493,1496
141493,7837
141493,502
141493,4714
141493,1098
141493,1539
141493,1344
141493,1062
141493,1458
141493,2752
141493,1459
141493,5521
141493,1568
141493,1054
141493,2054
141493,1262
141493,1446
141493,1307
141493,3965
141493,7688
141493,2346
141493,3531
141493,1579
141493,1199
141493,144
141493,6407
141493,1148
141493,8637
141493,9895
141493,9465
141493,5257
141493,2008
141493,838
141493,2955
141493,2583
141493,1134
141493,4187
141493,2305
141493,6806
141493,5564
141493,6091
141493,9031
141493,3243
141493,1477
141493,5576
141493,8736
141493,6651
141493,3676
141493,1139
141493,1341
141493,6401
141493,1498
141493,2736
141493,1404
141493,1262
141493,1544
141493,418
141493,1057
141493,1065
141493,7969
141493,1661
141493,1359
141493,4772
141493,1026
141493,1955
141493,6454
141493,1604
141493,9444
141493,1404
141493,4576
141493,2641
141493,5216
141493,1239
141493,1118
141493,2506
141493,1448
141493,6193
141493,343
141493,2956
141493,1432
141493,1241
141493,772
141493,7559
141493,1011
141493,5086
141493,1279
141493,2948
141493,5391
141493,4372
141493,968
141493,1143
141493,8527
141493,1605
141493,1226
141493,1519
141493,1187
141493,1297
141493,8418
141493,6322
141493,1445
141493,1089
141493,842
141493,1778
141493,9855
141493,1449
141493,8716
141493,7632
141493,8027
141493,8955
141493,356
141493,2715
141493,167
141493,258
141493,9119
141493,1683
141493,1503
141493,4534
141493,9681
141493,1349
141493,1326
141493,2648
141493,8685
141493,6011
141493,3459
141493,1056
141493,4703
141493,633
141493,1608
141493,1617
141493,3351
141493,1238
141493,1496
141493,4992
141493,1593
141493,1292
141493,1487
141493,1698
141493,7007
141493,7378
141493,1347
141493,1102
141493,1179
141493,108
141493,1163
141493,3101
141493,1287
141493,6699
141493,9969
141493,926
141493,5595
141493,1388
141493,7243
141493,8442
141493,1146
141493,5626
141493,8942
141493,6366
141493,1631
141493,1194
141493,1171
141493,1566
141493,1
141493,7363
141493,3135
141493,1005
141493,1318
141493,1126
141493,1764
141493,1528
141493,1047
141493,1194
141493,1468
141493,1106
141493,1649
141493,6471
141493,1187
141493,1335
141493,1029
141493,1521
141493,863
141493,1094
141493,9766
141493,4898
141493,1239
141493,1243
141493,494
141493,4602
141493,1509
141493,1094
141493,9519
141493,3672
141493,9791
141493,1168
141493,1122
141493,8088
141493,3734
141493,6092
141493,9317
141493,1475
141493,4407
141493,101
141493,1429
141493,9268
141493,6003
141493,7945
141493,3865
141493,8943
141493,1121
141493,3224
141493,1676
141493,1181
141493,1526
141493,1293
141493,1093
141493,1338
141493,9254
141493,1599
141493,1548
141493,1166
141493,1145
141493,2163
141493,2172
141493,9568
141493,3387
141493,1203
141493,5615
141493,1336
141493,164
141493,1677
141493,775
141493,1527
141493,529
141493,9028
141493,1549
141493,6968
141493,1267
141493,1514
141493,1426
141493,7199
141493,8831
141493,6694
141493,3029
141493,2793
141493,1559
141493,1482
141493,5324
141493,7674
141493,5079
141493,3308
141493,2197
141493,2579
141493,1026
141493,3449
141493,6109
141493,1328
141493,1378
141493,1301
141493,1307
141493,2642
141493,504
141493,1032
141493,1093
141493,1054
141493,3738
141493,1358
141493,1205
141493,3424
141493,1063
141493,3794
141493,8349
141493,694
141493,153
141493,7836
141493,9741
141493,1192
141493,2144
141493,1466
141493,9415
141493,3869
141493,2345
141493,135
141493,1137
141493,1334
141493,2671
141493,1574
141493,121
141493,1535
141493,6792
141493,6401
141493,1637
141493,9544
141493,124
141493,1163
141493,1084
141493,1094
141493,1664
141493,5532
141493,1244
141493,7867
141493,3373
141493,106
141493,167
141493,1435
141493,9961
141493,9046
141493,1911
141493,1347
141493,1443
141493,8159
141493,5118
141493,4448
141493,1493
141493,3577
141493,8261
141493,5542
141493,1028
141493,2936
141493,1545
141493,6886
141493,8694
141493,3471
141493,3623
141493,111
141493,5726
141493,1603
141493,1221
141493,5645
141493,3587
141493,16
141493,1126
141493,5585
141493,53
141493,8966
141493,1378
141493,9111
141493,9943
141493,1384
141493,5936
141493,1204
141493,799
141493,1623
141493,1297
141493,121
141493,4033
141493,1404
141493,1136
141493,6987
141493,1134
141493,3314
141493,4645
141493,1229
141493,2414
141493,3455
141493,2448
141493,4391
141493,1207
141493,9684
141493,1166
141493,547
141493,1177
141493,9026
141493,1625
141493,1032
141493,1022
141493,1079
141493,1429
141493,4507
141493,6316
141493,3509
141493,6209
141493,2053
141493,7511
141493,634
141493,1523
141493,7858
141493,5423
141493,5189
141493,1611
141493,1108
141493,6587
141493,9813
141493,429
141493,1514
141493,1122
141493,1114
141493,1107
141493,4533
141493,1276
141493,5813
141493,1278
141493,1148
141493,5319
141493,5984
141493,1677
141493,1293
141493,6304
141493,8156
141493,134
141493,1154
141493,1395
141493,3492
141493,1177
141493,4474
141493,8752
141493,9661
141493,8582
141493,1452
141493,8681
141493,148
141493,1082
141493,1272
141493,1479
141493,1671
141493,1423
141493,1552
141493,349
141493,9693
141493,4418
141493,6273
141493,1534
141493,8642
141493,2197
141493,3717
141493,8263
141493,1423
141493,1454
141493,4962
141493,2644
141493,1117
141493,1176
141493,2721
141493,1038
141493,2015
141493,6368
141493,1105
141493,1291
141493,2722
141493,7142
141493,5139
141493,161
141493,1412
141493,1015
141493,3583
141493,9278
141493,8021
141493,1135
141493,1522
141493,1323
141493,6064
141493,4955
141493,7488
141493,1678
141493,7635
141493,1477
141493,7434
141493,8587
141493,4087
141493,1499
141493,903
141493,1162
141493,804
141493,5364
141493,1673
141493,1644
141493,3536
141493,1373
141493,1115
141493,626
141493,597
141493,5799
141493,7575
141493,1256
141493,2176
141493,1329
141493,2555
141493,9547
141493,2065
141493,1571
141493,155
141493,1502
141493,974
141493,4947
141493,6781
141493,131
141493,973
141493,5708
141493,1439
141493,1558
141493,5049
141493,3449
141493,3597
141493,7202
141493,7949
141493,1012
141493,1459
141493,5457
141493,2932
141493,1195
141493,1353
141493,1522
141493,1632
141493,5483
141493,1303
141493,1372
141493,907
141493,8364
141493,1664
141493,1066
141493,1458
141493,8761
141493,7739
141493,1329
141493,1594
141493,109
141493,4812
141493,1339
141493,1626
141493,1679
141493,1058
141493,3959
141493,1672
141493,8725
141493,2107
141493,5822
141493,1478
141493,6645
141493,9435
141493,1298
141493,153
141493,1517
141493,4073
141493,8533
141493,1363
141493,9922
141493,789
141493,9517
141493,1598
141493,5702
141493,8687
141493,101
141493,8288
141493,9037
141493,105
141493,1372
141493,4374
141493,779
141493,1417
141493,1042
141493,148
141493,149
141493,139
141493,1151
141493,5044
141493,565
141493,1224
141493,1465
141493,1847
141493,5891
141493,16
141493,1551
141493,761
141493,1412
141493,1227
141493,1221
141493,1256
141493,1316
141493,1048
141493,1526
141493,1003
141493,1131
141493,8575
141493,1572
141493,321
141493,869
141493,5331
141493,1623
141493,1073
141493,2927
141493,124
141493,5066
141493,6613
141493,4122
141493,6744
141493,1209
141493,1643
141493,1563
141493,3441
141493,6128
141493,7313
141493,1345
141493,327
141493,4071
141493,4139
141493,1592
141493,1271
141493,1388
141493,1645
141493,1051
141493,1282
141493,5623
141493,4839
141493,36
141493,9288
141493,7882
141493,6592
141493,1248
141493,5848
141493,5976
141493,5466
141493,1183
141493,8565
141493,1077
141493,1967
141493,1399
141493,1467
141493,9971
141493,1487
141493,2208
141493,1423
141493,4186
141493,1532
141493,7464
141493,659
141493,4078
141493,6357
141493,595
141493,6729
141493,9841
141493,1089
141493,2969
141493,1809
141493,859
141493,1013
141493,1255
141493,1124
141493,5784
141493,1547
141493,1488
141493,1234
141493,9914
141493,1441
141493,5968
141493,1032
141493,1627
141493,3898
141493,4281
141493,9061
141493,1153
141493,3419
141493,6752
141493,1295
141493,1072
141493,5667
141493,6278
141493,947
141493,1485
141493,2628
141493,1134
141493,1057
141493,4225
141493,2251
141493,1255
141493,9533
141493,1358
141493,5839
141493,404
141493,161
141493,9125
141493,1395
141493,2576
141493,6351
141493,2604
141493,1398
141493,1313
141493,1377
141493,2824
141493,6649
141493,3993
141493,4405
141493,6835
141493,1337
141493,2194
141493,112
141493,1066
141493,1133
141493,2981
141493,1294
141493,4459
141493,8337
141493,1641
141493,3354
141493,1204
141493,1119
141493,5428
141493,6448
141493,1647
141493,1389
141493,2916
141493,133
141493,5057
141493,1523
141493,1252
141493,8806
141493,1409
141493,7471
141493,5051
141493,1197
141493,1088
141493,618
141493,1063
141493,3284
141493,7385
141493,1576
141493,1443
141493,1605
141493,3627
141493,9743
141493,1272
141493,1149
141493,546
141493,1541
141493,9311
141493,5489
141493,1388
141493,1185
141493,1086
141493,8455
141493,1554
141493,104
141493,1034
141493,1589
141493,1602
141493,5439
141493,7321
141493,1533
141493,1058
141493,9211
141493,1626
141493,1385
141493,3444
141493,1302
141493,7317
141493,1499
141493,6442
141493,1488
141493,159
141493,1765
141493,224
141493,3585
141493,1627
141493,4754
141493,147
141493,2672
141493,2083
141493,1561
141493,7991
141493,1004
141493,9424
141493,1284
141493,3037
141493,1452
141493,711
141493,8139
141493,1094
141493,5589
141493,2055
141493,5314
141493,2427
141493,3372
141493,5494
141493,3063
141493,1626
141493,6891
141493,1033
141493,5482
141493,9572
141493,7534
141493,3172
141493,1481
141493,1037
141493,4869
141493,6856
141493,4454
141493,4762
141493,3161
141493,2163
141493,3559
141493,4611
141493,5086
141493,4539
141493,107
141493,6323
141493,3253
141493,1307
141493,1159
141493,8533
141493,1218
141493,1177
141493,7881
141493,1668
141493,1237
141493,7311
141493,1092
141493,472
141493,1422
141493,1379
141493,3931
141493,7919
141493,1384
141493,8893
141493,5108
141493,5605
141493,1396
141493,8048
141493,2247
141493,1072
141493,7279
141493,1497
141493,6198
141493,1088
141493,9638
141493,9022
141493,1198
141493,1617
141493,8023
141493,7006
141493,5323
141493,587
141493,8458
141493,1583
141493,9301
141493,2582
141493,1169
141493,5028
141493,1024
141493,1629
141493,1257
141493,6822
141493,6591
141493,9513
141493,1517
141493,7459
141493,373
141493,6988
141493,9622
141493,1405
141493,1505
141493,1128
141493,209
141493,1603
141493,9623
141493,6331
141493,8174
141493,6705
141493,8294
141493,1332
141493,1084
141493,5251
141493,1088
141493,1372
141493,8444
141493,1218
141493,7949
141493,1485
141493,121
141493,1498
141493,1117
141493,1269
141493,6513
141493,3706
141493,5687
141493,5504
141493,6059
141493,5353
141493,5456
141493,7352
141493,1369
141493,1325
141493,168
141493,9546
141493,164
141493,4218
141493,1115
141493,2271
141493,154
141493,4301
141493,3782
141493,4379
141493,1243
141493,162
141493,6256
141493,1571
141493,7676
141493,8413
141493,2234
141493,6796
141493,2258
141493,1312
141493,3129
141493,6629
141493,1522
141493,1175
141493,1469
141493,6924
141493,3711
141493,1942
141493,1376
141493,4874
141493,3928
141493,141
141493,2736
141493,5655
141493,6382
141493,1525
141493,328
141493,1041
141493,602
141493,1454
141493,367
141493,9748
141493,7742
141493,7398
141493,1299
141493,1766
141493,9436
141493,1042
141493,5613
141493,1063
141493,1486
141493,7104
141493,77
141493,6154
141493,1475
141493,9077
141493,1439
141493,7174
141493,1575
141493,134
141493,509
141493,6656
141493,1261
141493,1501
141493,849
141493,113
141493,6659
141493,4874
141493,819
141493,126
141493,7717
141493,6185
141493,1608
141493,1156
141493,3928
141493,32
141493,3565
141493,1622
141493,6013
141493,1009
141493,3657
141493,1636
141493,584
141493,2136
141493,1377
141493,1172
